Siruta,Locality,V1,V2,V3,V4,V5,C1,C2,C3,C4,C5,C6,C7,C8
130534,PLOIESTI,184000000,1595642,165000000,959000,13400000,164000000,95400000,30800000,69500000,10600000,146000000,7681061,41300000
130954,AZUGA,1210482,656000,2437501,602000,1429573,3828364,3128711,280867,2190348,479872,2027507,1147831,269992
130981,BAICOI,7050852,1153000,8353478,1213000,6031787,10100000,8359844,1641761,8476973,671726,7383664,125990,1326072
131069,BOLDESTI SCAIENI,6674045,329000,7203774,546000,622045,8925063,4062350,1004025,2123026,661477,6873512,55298,780772
131103,BREAZA,3611142,1457000,8899404,847000,13200000,11200000,5267894,1668998,3876103,847203,7273577,651173,742342
131210,BUSTENI,3364173,862000,5974583,1319430,4120620,7928661,8345761,547139,6634794,741694,5853238,52750,3973240
131336,COMARNIC,1183018,2973000,6037211,2025970,6629556,6807239,5034547,900932,2484171,278617,4470468,830000,314065
131407,MIZIL,6165652,632000,11100000,666710,428184,12900000,3830724,1604023,4763916,646707,9638434,181207,1131919
131443,PLOPENI,1922486,779000,4850405,962770,657537,6378250,3631088,588247,3498091,275766,4313980,36546,938635
131540,SINAIA,6256057,215000,7697686,296000,2838681,9696951,10000000,816713,6286204,411115,6769540,2607062,2257997
131577,SLANIC,1528924,839000,4073660,773000,31320,5078275,3258932,497841,1780038,226112,3867970,59811,552070
131620,URLATI,7397041,312000,6718189,339000,15487,8643339,3234522,663416,2383235,474074,5765718,1300924,813968
131817,VALENII DE MUNTE,7873600,265000,12900000,418000,19702,13600000,3433270,1195995,2572262,473779,11900000,2214780,1178845
131899,ADUNATI,119980,780000,916474,311000,416,1312774,776880,201213,812471,94163,740958,0,154572
131933,ALBESTI PALEOLOGU,603768,1548000,3138056,555000,3074100,3208162,945650,807004,1066714,237799,2131933,11598,184261
131988,ALUNIS,150986,1262000,2102947,478000,419523,2593328,1202359,183745,1164777,0,2069794,371619,312615
132011,APOSTOLACHE,177564,875000,1336458,324000,1779735,1636769,645876,222449,935785,80603,982712,0,59833
132075,ARICESTII RAHTIVANI,14000000,480000,4293551,213000,174,4489372,4461993,551416,2877494,254789,4688844,0,727107
132137,ARICESTII ZELETIN,59841,608000,732444,222000,1458447,1048769,349711,113993,530044,52328,551245,0,9591
132164,BABA ANA,240862,1258000,2000968,456000,349172,2478272,1109333,350152,1119270,100710,1536960,24073,321067
132226,BALTA DOAMNEI,171456,892000,1097172,388000,17059,1401810,1006612,203874,618234,547224,1113057,475239,73634
132271,BALTESTI,385552,1114000,2499512,456000,49253,2904072,983455,290157,1394127,102447,2229889,51731,423125
132315,BANESTI,1970697,699000,2021539,190000,340765,2270997,2369529,640820,2030264,199475,1606948,0,1000076
130552,BARCANESTI,1726862,1667000,5639050,697000,19847,6500882,2248701,714676,1724755,431105,5287118,19627,2037942
136278,BATRANI,88348,812000,1134934,227000,262765,1387899,579772,188324,778582,70529,1150238,0,115479
132342,BERTEA,177871,987000,1617020,413000,1944393,2242823,570304,309801,941873,101602,1208425,0,169281
130614,BERCENI,1439139,1007000,2741606,448000,3795,2961595,1496533,372355,1115460,153686,2366000,0,227356
132379,BOLDESTI GRADISTE,90842,765000,1050847,247000,10330,1454800,281260,203820,556657,89335,775136,0,23695
130678,BLEJOI,7748638,441000,3821144,152000,5889,4480184,7709756,580398,3416971,261579,3597498,0,2255493
132404,BREBU,1524834,1609000,2837292,626000,1236179,3370937,1628118,586722,1386569,103826,1965347,171,551488
130712,BRAZI,15300000,345000,4245445,154000,3836,5009930,7282640,747466,2676320,433253,6102966,247371,3119127
130785,BUCOV,3155184,1558000,4781295,604000,89986,5718030,1699746,717676,1763200,265250,4520561,0,922350
132459,CALUGARENI,56471,477000,990028,145000,4585,1347756,310528,49093,570557,0,869535,0,21633
132486,CARBUNESTI,178835,794000,929967,175000,22925,1151069,502855,149121,624023,34674,781501,0,44093
132510,CEPTURA,1588184,712000,2660300,228000,3670681,3190744,1374886,270976,952391,144567,2384425,35483,337073
132574,CERASU,257149,1501000,2989777,636000,1569743,3346629,1178219,442418,975750,142312,2106214,115821,124121
132645,CHIJDEANCA,121784,630000,1016149,261000,2225878,1383812,418412,150853,589240,93704,856257,0,42606
132681,CIORANI,932777,1796000,3857641,757000,18342,4078050,1295677,536311,1030283,415441,3529551,0,326396
136241,COCORASTII COLT,386934,1121000,1263964,320000,5860,1771434,731711,200972,829691,167728,1080785,0,184189
132716,COCORASTII MISLI,306365,1161000,1487860,583000,514049,1852822,724550,335282,787397,124558,1058096,0,324233
132752,COLCEAG,273782,1499000,3403498,733000,5342,3422062,736929,740867,977083,142147,2168080,0,141139
132805,CORNU,1608127,802000,1851051,178000,1355084,2297681,1025426,563672,945522,154256,1258869,0,841079
132841,COSMINELE,56737,494000,555996,243000,3291,827325,629915,143014,702253,59872,436093,0,47529
132896,DRAJNA,900045,1560000,2867268,556000,323489,3091409,1130292,359229,1063567,55989,1991533,409499,831400
133018,DRAGANESTI,666727,1333000,2196637,578610,119875,2490462,1970899,367233,1826679,255518,1796175,0,129605
133090,DUMBRAVA,165994,1310000,2268661,494000,4812,2522020,1151862,396823,1015971,154950,1859487,0,96720
131461,DUMBRAVESTI,851450,974000,1877897,556920,18000,2262121,1257770,340915,1246917,77075,1479591,0,190611
133161,FILIPESTII DE PADURE,4255231,662000,6605379,194000,59135,7446113,3008836,847968,1522081,437918,5946738,43049,853861
133214,FILIPESTI DE TARG,1620861,2039000,4746798,639000,649983,4942260,3379184,836207,1535513,351710,4192462,32204,962158
133278,FANTANELE,122596,725000,983842,233000,4412,1415419,641025,197552,738217,104249,800949,0,52117
133330,FLORESTI,4999638,219000,3380307,727000,60055,3966770,4277243,1212407,4965997,287204,2822428,3765,570996
133394,FULGA,310586,1025000,1835380,473000,16566,2002796,1018239,347057,1193099,54112,1485365,0,44294
133429,GHERGHITA,326604,655000,1082426,171000,17533,1321266,875493,256241,807816,92104,1063998,0,152094
133508,GORGOTA,504525,1516000,2135307,985160,23176,2331641,1931153,243198,2384651,114455,1918670,0,133440
133562,GORNET,207615,1035000,1482370,384000,2519141,2014777,792114,136026,787633,82319,1396460,0,210945
133615,GORNET CRICOV,110091,923000,1093900,301000,3066989,1260265,376027,289385,612952,58559,859592,0,497932
133688,GURA VADULUI,1209471,399999,1156346,102000,6787,1719393,701820,153073,813137,79187,1041689,0,331801
131835,GURA VITIOAREI,675780,1952000,2570999,694998,1613808,3019813,1504648,525122,1015172,179269,3102563,22020,159666
133722,ORDACHE,376755,1508000,2967240,581000,24643,3530105,1214935,279059,1076557,197279,2504402,21352,52553
133795,ZVOARELE,727188,1844000,3685909,781000,1388243,4178625,1200273,474414,1549239,229186,2966062,0,372286
133866,JUGURENI,31519,391000,405344,128000,52222,644856,207101,77334,535609,53204,305344,0,417231
133919,LAPOS,69023,562000,793386,171000,24022,923101,380938,112949,397248,0,643616,0,28295
133964,LIPANESTI,749657,1465000,2266095,514000,917143,2735438,1593489,406766,1482135,153775,1988230,11759,166815
134014,MAGURELE,527731,1355000,2057822,523000,4430,2405076,1058157,535982,1586284,91832,1734131,0,277241
134050,MAGURENI,1237798,1710000,2681750,638000,15300000,2840076,1489711,752759,1595570,224253,2519370,0,503489
134096,MANECIU,1677653,2813000,7658633,1277900,6118327,8677691,4124491,402952,2280899,441171,8755716,127573,683722
134194,MANESTI,815839,1242000,1803466,379000,22322,2188513,1394491,459020,1389432,154858,1704523,0,280606
136250,OLARI,145769,715000,1220765,257000,40715,1426669,731866,252517,578873,171192,1372315,0,35400
130847,PAULESTI,5271698,797000,2290860,243000,1250,2757895,4629137,536049,2110619,344875,2269075,0,1769658
134336,PACURETI,196357,768000,1200427,269000,8962,1658019,577034,183955,732990,76277,914653,0,32359
134390,PLOPU,191185,946000,1153638,284000,2852,1611798,621526,134956,747365,90995,848935,0,96727
134443,PODENII NOI,227775,1439000,2574423,600000,1555564,3200573,892370,342257,1330594,148194,2010969,26701,134675
134559,POIENARII BURCHI,272753,1572000,2278409,556000,15862,2768659,1601303,323844,1408961,46851,1984167,52660,183124
131274,POIANA CAMPINA,1135226,950000,1603785,780000,2074910,2101040,2897940,301055,937918,156425,1127646,24570,118572
134648,POSESTI,262711,1633000,2710634,543000,2590805,3134081,1299990,351476,1028903,99416,2035598,0,331206
134755,PREDEAL SARARI,118550,871000,1513265,320000,12487,1853473,458838,173359,714099,84433,1046435,0,79781
134853,PROVITA DE JOS,116361,920000,906466,443790,5810,1225160,1154972,284644,801997,96518,717560,0,43296
134899,PROVITA DE SUS,106853,859000,871788,326000,232820,1087281,969028,179357,710759,26776,712268,83585,44542
134942,PUCHENII MARI,704343,2168000,3295031,852000,9677,3562984,1827730,627336,1538099,298425,2636742,0,86774
135020,RAFOV,264313,1671000,2907308,689000,182345,3303771,1813734,362005,1515168,187431,2259545,0,532486
135128,SALCIA,52393,505000,902513,165000,16649,1219840,410197,146169,508263,52923,660040,0,32178
135146,SALCIILE,256040,795000,936825,222000,12833,1107968,380890,237678,557101,78084,794445,0,28368
135164,SCORTENI,710056,1574000,3030865,539000,2296505,3482877,1762766,610485,1712996,250262,2831688,0,688956
135226,SECARIA,106312,695000,900567,243000,35981,1301138,801592,162670,815090,55522,670633,0,84709
135244,SANGERU,306775,1708000,3547951,667000,3351363,3865681,1202665,311944,1195826,71470,2947342,0,490651
135315,STARCHIOJD,513792,1196000,2488772,460000,1230112,2711380,959677,410946,1161997,80392,2186847,0,784029
135404,SURANI,93610,711000,1047946,227000,906358,1678598,497555,92452,650116,161586,811631,0,226713
135431,SIRNA,297572,1462000,2444104,538000,3160822,2922429,941855,331210,993511,134949,2112050,0,124959
135501,SOIMARI,151008,1100000,1774672,390000,228037,2344590,536838,210798,1098349,152291,1339033,0,145624
135547,SOTRIILE,112456,1322000,1506273,917000,2658565,1628674,645223,423692,804442,30414,1255137,247300,328073
135618,STEFESTI,153018,877000,1146775,309000,14336,1552840,529675,187838,775568,54471,896560,0,229716
135654,TALEA,120873,484000,886710,165000,2584,1201987,548014,155889,489395,50070,434346,0,86617
130892,TARGSORU VECHI,1694364,2102000,4281505,707000,4114680,5438621,3570932,544201,2665256,391800,4211123,39825,603596
135681,TATARU,43013,582000,619550,156000,3014693,993939,471825,95577,510856,92830,506550,0,33744
135725,TEISANI,301905,1448000,1671322,421000,2275933,1700178,961761,337588,569703,24012,1232404,11420,29468
135789,TELEGA,557589,1641000,2350978,646000,2896144,2784396,866420,531918,977561,189112,1773567,0,150795
135850,TINOSU,201048,904000,1253410,260000,4011,1683565,601311,203362,1152778,60288,895410,0,82655
135896,TOMSANI,217331,1423000,2258723,599000,28874,2548035,747671,506173,1175997,93018,2306908,0,48351
136269,VADU SAPAT,234248,418000,876584,526000,175699,1300332,479812,145735,718641,67077,722430,0,108164
135949,VALEA CALUGAREASCA,1163855,2478000,7339411,1682000,12440,7828732,2639470,755509,1885482,353389,6846811,44012,673968
136107,VALEA DOFTANEI,595890,2135000,4494257,816000,497150,5175859,2779890,429133,1559634,367439,3524498,0,326829
136134,VARBILAU,315608,1803000,3023806,1032000,184854,3474519,1606926,615009,1458853,115765,2935078,25565,410654
136198,VALCANESTI,160381,969000,2005189,800000,360,2149597,866134,541272,1072424,114467,1365999,0,184529
136483,SATU MARE,78900000,817702,104000000,641000,8578868,114000000,52900000,11300000,23100000,5983769,98700000,2298052,21900000
136526,CAREI,14700000,350585,22900000,1289660,490880,29100000,11300000,2325848,6914360,976910,21900000,530963,4407886
138039,LIVADA,1399707,1137672,6481942,957000,223780,7425568,2929512,323698,1660926,210496,5880837,79091,475092
136642,TASNAD,2913542,873997,7610931,736000,2638597,8520120,3281942,707402,4331092,260991,6580916,111108,766219
136848,ARDUD,1102149,1221615,4541382,1032000,277590,5147976,3561267,373440,2330125,197328,3637530,38470,889931
136599,NEGRESTI,6590591,809801,11600000,681000,9937263,13500000,6502735,751420,4577763,474706,10600000,89872,1416126
179677,CAMIN,176958,341696,1182684,286000,105678,1494571,503419,138264,475971,58491,828379,0,154177
179882,CIUMESTI,168229,331821,999811,280000,10273,1170099,300011,185306,448247,10584,743773,0,142494
179873,AGRIS,183424,491806,1145520,413000,4798,1576806,478351,64941,656444,25798,981093,0,85305
180028,PORUMBESTI,368876,548097,1762999,462000,34698,2202371,472487,104389,692433,2000,1342241,0,66209
136964,BELTIUG,280849,735734,2446926,618000,8565,2957133,1765688,251657,1019031,0,1902417,0,351494
139214,TURULUNG,276945,949048,2618598,798000,943416,2798386,1196435,404262,797368,241797,2322822,0,196831
139358,VETIS,11600000,303182,3329346,228000,52857,3405729,4378827,574165,2692354,256783,3855260,36012,1790606
137185,BOTIZ,1789146,339721,1844206,285000,5175,2135775,1036278,281457,983352,5505,1434465,8277,484590
137130,BOGDAND,150069,652779,2044363,548000,3496874,2434680,756710,277570,1020830,0,1500398,0,905253
139394,VIILE SATU MARE,580226,750548,2372628,631000,38013,2524368,1302835,380828,1267155,0,1598662,0,94021
138574,PISCOLT,351496,634015,2212019,533000,89817,2565443,912623,335429,910308,64396,1820022,0,547580
138770,SACASENI,129889,367373,924569,316000,2286970,1342346,319928,105736,761215,9853,662170,0,240255
137363,CEHAL,87667,503657,1611525,551670,6123187,1917810,472455,237524,788144,11605,886572,5308,81543
137728,FOIENI,1431457,179736,1184743,140000,228795,1422916,974410,201902,650596,60255,984428,0,301896
137292,CAUAS,145921,627102,1728592,528000,1071557,2186190,1106565,214781,1136915,146584,1229884,0,252914
138351,ORASU NOU,572348,683393,1943571,581000,90479,2467542,1494568,263698,1157298,128873,1661204,0,420366
137229,CALINESTI,248748,1085331,2194384,912000,4632,2598134,1321288,199859,808795,0,1736074,0,93207
137274,CAMARZANA,75816,697219,1166552,585000,1494169,1533706,640581,104583,1041531,0,568656,0,0
139170,TURT,503164,1637378,5143913,1376000,451351,6015163,2758118,357554,2213115,83528,4332059,94693,157691
139330,VAMA,345349,802888,1899050,675000,3880,2491544,868139,189552,744980,66771,1421362,0,49777
139143,TARSOLT,242263,698207,868004,1006000,4385776,1420189,1165191,128862,1053229,10839,539929,0,1272553
137746,GHERTA MICA,269553,759436,1919175,640000,1982294,2476675,1411144,30913,2170785,0,1235254,0,22295
139287,VALEA VINULUI,313411,471067,1474122,396000,834064,1907519,526592,265318,806015,0,1077633,26037,66039
138084,MEDIESU AURIT,1317996,1059654,4232706,888000,288584,4780699,2169403,681606,1255130,91555,2778421,0,393247
138431,PAULESTI,735381,978674,2843615,823000,2890399,3486721,1321533,552003,1563726,252270,2152479,0,69542
137540,CULCIU,740579,772274,2915652,649000,942042,3117803,1554795,707500,1004799,83142,2298573,37159,402543
136768,ANDRID,285772,595500,1879539,506000,1659970,2143838,1042333,258983,690407,124396,1503114,0,253248
137032,BERVENI,315366,702156,2090336,594000,9276,2428536,1346506,154083,1150995,11115,1877845,0,536004
138208,MOFTIN,553817,862142,2941264,725000,3854193,3296027,2018565,370820,1299375,4918,2561499,0,396511
137443,CRAIDOROLT,249576,507607,1628005,428000,3890510,1725572,975697,392667,822537,59763,1053755,0,229832
138921,SUPUR,388808,933246,3421680,876650,1054288,3844157,1551735,450089,1380440,51930,2939183,0,844187
138734,SANTAU,329855,540196,1727958,455000,2782410,1995464,697341,243663,677347,29315,1267005,0,143651
138538,PIR,159441,407863,1307887,343000,2842,1614269,547447,134705,619778,78541,999779,0,94764
137764,HALMEU,1138938,723883,2803112,609000,27331,3381360,1294025,265588,1014401,74551,2466675,0,351801
136919,BATARCI,140528,948060,2050394,795000,10604,2201368,885390,460721,689887,72184,1359560,0,82518
139009,TARNA MARE,376179,799926,2651532,728680,1303577,3082787,1386266,369189,1196863,32981,2174873,21628,149425
137103,BARSAU,112139,585624,1470250,491000,7793429,1889505,630631,116674,818012,0,1242647,23220,110031
138164,MICULA,223077,853254,2462220,718000,737453,2542864,689908,419661,784813,11400,2043658,0,158910
136713,ACAS,365623,559948,2307132,627260,13230,2937617,938972,378668,1302149,69167,1582496,0,53526
136802,APA,182601,630065,1628329,528000,2195303,1996280,677258,190664,880467,0,1341652,0,336039
138280,ODOREU,845178,1022127,3218567,864000,2024986,3948696,1433561,493539,1487196,310080,3657946,73344,442015
138869,SOCOND,128064,680430,2457395,577000,3779382,2409544,453273,548132,915918,0,1628529,0,9000
137504,CRUCISOR,177007,601425,1793875,506000,791835,2120013,626351,241063,645716,56219,1294594,0,842192
136553,CAPLENI,255631,629077,1666395,530000,2988352,2171155,829894,124026,738565,11946,1207313,30726,265109
139107,TIREAM,195165,530321,1903895,446000,1498658,2077066,624371,230859,690845,62546,1262274,0,249844
138501,PETRESTI,371031,374286,1119855,316000,3787,1503372,578024,157221,493904,68622,727121,0,153335
139250,URZICENI,302224,307132,770009,268000,6417,1122659,684974,106815,645452,0,515085,18480,59076
137844,HODOD,201637,666604,3122035,562000,188487,3405640,1133990,422891,859739,0,2032347,0,539706
137899,HOMOROADE,116937,492794,1414461,420000,2676857,1797508,593746,317700,998181,0,821577,0,753977
139054,TEREBESTI,147775,465142,1307434,392000,29734,1636271,457569,258283,641414,69276,857954,20471,552915
138618,POMI,253436,477980,1646440,402000,4043742,1786564,718084,273662,602938,54253,1083821,0,72516
137811,DOBA,155032,700182,1634609,612000,231406,1840712,1521225,284428,933456,60992,1500569,0,683068
137675,DOROLT,1035436,649816,2220951,553000,15886,2793687,787007,133470,904364,0,1593948,126585,167600
138805,SAUCA,118266,420702,1242675,516620,1775,1662410,428034,124100,726639,70142,949088,0,66211
137407,CERTEZE,1058799,1001388,1635770,843000,330321,2188626,2241797,564125,1869145,114304,985116,0,221098
137069,BIXAD,565522,1564299,2050467,1314000,3796874,2172362,4191939,460495,1231787,0,1365753,0,76624
137960,LAZURI,336048,1150510,3608455,967000,4251,3719558,1690791,623573,1371877,1008517,2893455,0,499194
138663,SANISLAU,488343,714007,2449094,808050,11300000,3153909,889606,343290,1333508,109980,1698942,0,291561
138404,RACSA,164526,707095,1298530,611690,7169499,1893620,854754,134420,1374557,15901,897955,0,160800
139704,ZALAU,40100000,378247,60300000,436200,1293327,67100000,33400000,4810663,14700000,3148361,60400000,1140313,9690163
139740,CEHU SILV,2536761,354355,7323641,458900,126237,7788205,2380337,687439,1801603,8393,6487721,152972,532824
139811,JIBOU,4668754,128492,10000000,321200,1391497,10500000,3127683,1050796,1923687,312536,8450808,145984,482313
139884,SIMLEU SILVANIEI,5852297,316811,17100000,398900,1309222,17900000,6761321,1366449,3387909,653983,16100000,547625,2024530
139937,AGRIJ,61894,339358,1056008,342900,966299,1314817,378666,289184,809705,24946,635929,21660,37925
139982,ALMAS,264628,327252,1665870,393750,2779780,1916263,751645,189086,718056,6287,1242850,21236,395083
140084,BABENI,185029,276056,1431636,361900,93825,1341047,599080,485024,442985,0,683073,0,121682
140146,BALAN,460368,674590,2318091,740900,155981,2735937,764745,282820,1026495,0,1585766,0,399204
140208,BANISOR,97124,390494,1349825,503900,1485945,1606666,501051,204691,577187,79742,761257,0,82645
140244,BENESAT,108396,263006,980605,347900,56416,1231605,523973,147620,485341,56773,533237,29516,57157
140280,BOBOTA,407323,567169,2429680,722900,1215620,2509153,802835,515652,672979,24358,1664442,20884,126989
140324,BOCSA,295019,501920,2195763,641900,237722,2337883,735994,391596,739153,4308,1643317,0,249165
180037,BOGHIS,176764,329260,1419230,428900,24161,1633823,662991,121810,678922,35536,1199220,0,420126
140379,BUCIUMI,156331,461766,1596619,591900,2140777,1890746,959283,374971,892232,118139,934548,23939,168671
140440,CAMAR,174703,272703,1431135,351900,33116,1917278,780489,91374,638075,29955,1024660,0,93698
140477,CARASTELEC,136601,217512,788896,312200,66682,1127308,732491,92475,1190640,0,629458,0,37686
140501,CHIESD,143489,411574,1755449,805580,2966644,2139763,841960,230962,678846,52923,1227169,35649,257092
140547,CIZER,114810,426632,1225035,549900,554526,1252091,737268,361978,493895,36856,895906,0,193775
140583,COSEI,122761,237117,1035583,307900,1291119,1254311,263196,148419,515693,0,760754,0,37961
140627,CRASNA,1221998,727011,6363376,1127220,1015545,7439334,2881123,743168,2201443,451090,4839245,21155,525802
140672,CREACA,196384,510131,1790091,626900,988703,2169169,1267702,243162,848767,0,1262650,25114,325379
140770,CRISTOLT,56581,247948,847638,328900,788542,971470,507396,271621,486243,0,686111,20556,78479
140823,CRISENI,1042098,216830,1385771,289900,40600,1376785,739512,451014,625063,55402,1191647,0,613807
140869,CUZAPLAC,108215,303160,1240833,396900,85119,1769091,672324,142286,771275,0,854700,18149,466257
140958,DOBRIN,182148,281076,1383833,368900,107505,1720132,562616,238926,584635,74387,1021349,0,56903
141027,DRAGU,62818,266018,1061684,349900,1324951,1298055,679299,123546,789419,0,857700,0,110679
141081,FILDU DE JOS,101935,245940,1139101,325900,685209,1458703,503184,158573,1142459,0,907977,39351,66061
141134,GALGAU,282842,416724,1879744,511900,311318,2123225,619996,209415,566161,35590,1520870,1618,297401
141232,GARBOU,104257,392501,1054853,506900,1956895,1298966,810160,220837,824865,0,779698,35693,34745
141312,HALMASD,124491,457299,1690629,574900,5766664,1946207,622975,130221,819608,0,1801788,0,42188
141376,HERECLEAN,1050015,404547,2224983,522900,625563,2834688,1447171,329381,1010953,83126,1752243,12187,613733
141447,HIDA,1666237,396015,2369830,306900,95078,2535683,1100098,336180,1153088,44528,2175058,29296,362861
141535,HOROATU CRASNEI,159112,456746,1708896,585900,708912,1849717,1054855,386296,626621,77520,1375403,0,542988
141580,ILEANDA,532247,272041,2518497,357900,198040,2672678,1014217,244982,923339,0,2124161,0,96518
141722,IP,495814,592627,2541355,724900,399674,2641305,1066160,379257,1129184,10445,2106533,0,535525
141786,LETCA,112936,313198,1140190,408900,983791,1392152,601365,254519,889286,247,639128,30181,28170
141884,LOZNA,46948,219841,667930,292900,32870,891067,375258,108283,561526,21000,481509,26575,162760
141946,MARCA,546024,383738,1455714,447900,163722,1882564,840839,217508,915157,47209,1054034,25629,144649
142006,MAERISTE,235691,491881,1552395,629900,100037,1887351,784204,177921,641617,0,1218937,0,368153
142079,MESESENII DE JOS,299575,632299,1756865,881050,35602,2119190,782785,336083,1223859,11137,1163259,30259,34382
142122,MIRSID,195124,407769,1411272,491900,230578,1760801,631620,322654,1189997,53260,862647,16301,80151
142177,NAPRADEA,141343,470801,1831414,604900,99149,2008884,887065,283244,1342412,40465,1503564,0,70107
142239,NUSFALAU,1942530,189726,3595647,255900,4094779,3902128,1558956,258711,1258798,0,3669111,45132,670077
142284,PERICEI,1213078,308179,2760882,430700,150303,3281855,1154296,302964,1260920,53382,2129774,0,200747
142337,PLOPIS,170702,567169,2841544,722900,32095,3289342,902500,159170,1359295,57060,2015098,30249,41815
142373,POIANA BLENCHII,88344,243933,1080313,322900,127912,1466556,542926,30014,466477,0,1036888,0,220325
142426,ROMANASI,224294,497242,1949091,623900,307961,2036182,746425,367062,1269644,0,1342068,0,464912
142499,RUS,80684,209802,1015263,279900,254397,1341088,404439,114116,539188,18564,657235,26580,82720
142550,SALATIG,220231,452892,1750715,618900,15225,2122226,829025,198686,815808,73289,1242349,4970,95386
179695,SIMISNA,84740,230883,888724,306900,10858,1233125,362783,125794,515583,38557,627610,8947,79576
142612,SAG,265169,786955,2653368,857300,2674164,2704373,808619,343668,839549,34099,3628685,27216,40463
142676,SANMIHAIUL ALMASULUI,157871,264009,1010748,348900,11397,1178224,511775,224000,1227488,2430,701900,7870,29579
142710,SOMES ODORHEI,169194,480838,1802463,615900,3468005,2155981,898479,223548,747086,30739,1196548,996,112507
142774,SURDUC,404587,489873,2494411,626900,949865,2473142,873166,482038,698286,2416,1952255,21587,497895
142854,SAMSUD,115673,283081,1379299,371900,21999,1697878,550798,146107,535984,42561,1202174,0,68449
142881,SARMASAG,1022383,864305,4841996,1334250,31053,5325923,1537326,775191,1219177,320806,3986479,373,350883
179631,TREZNEA,64120,196752,697468,263900,1032260,964016,386350,85399,576125,0,591234,0,8897
142952,VALCAUL DE JOS,177975,549099,2450016,701900,696423,2835358,940010,181421,823761,0,1943226,0,126524
143021,VARSOLT,903062,189725,1608045,394180,26192,2048277,1081006,262591,984087,47434,1188046,22333,226866
143067,ZALHA,58754,199763,783739,268900,3677968,1107156,406033,48212,535971,270,538703,11792,84782
143147,ZIMBOR,74994,464999,613495,346190,627372,1000107,576179,56224,878609,0,592867,31325,196068
143450,SIBIU,167000000,3175000,108000000,1184000,8711332,109000000,53400000,10300000,19300000,4815650,117000000,5783790,44900000
143619,MEDIAS,42900000,1323000,34200000,508000,2354904,39400000,28800000,7137613,9363445,1996478,35700000,3125217,2871126
143682,AGNITA,2883370,2989000,6853822,1082000,346159,7995460,3379934,441649,1510719,368897,6516141,956844,549475
144054,AVRIG,5086675,3836000,8086726,1399000,422653,10000000,5868515,922358,2514235,541780,7511487,232732,1103914
143735,CISNADIE,6813825,3158000,8501001,1144000,77682,10200000,9560353,929477,5033458,924286,8835158,1246624,5646741
143771,COPSA MICA,1949292,1403000,4117657,502000,7101,6031125,2742281,310877,2130571,432833,4146296,458102,457764
143806,DUMBRAVENI,2455468,2412000,5340191,872000,18900000,6316493,3212487,684937,1458527,576714,5395109,99168,847855
144928,MIERCUREA SIBIULUI,1855211,1256000,3249005,449000,117060,3696934,2145415,538902,1159881,162745,3314952,69276,897267
143851,OCNA SIBIULUI,390019,1854000,1813080,667000,14670,2951973,2869406,225729,1536533,489184,1748606,2963,430472
145499,SALISTE,2127230,1723000,3607612,620000,988631,4337848,3682659,591882,1844512,455329,4378012,71122,1243645
145827,TALMACIU,3441779,1175000,4326831,419000,84514,5890023,2589676,325629,2093638,442247,3698849,70111,714365
146012,ALMA,76424,1031000,1043584,375000,2487452,1399768,669563,86228,889440,77575,934532,1180,63095
143888,ALTINA,105674,987000,882516,359000,46086,1203299,882363,170846,640267,59833,778783,29410,147555
143922,APOLDU DE JOS,59153,809000,884761,294000,61601,1164765,770419,156260,797485,276,755323,31006,46011
143959,ARPASU DE JOS,632614,1128000,1599138,411000,1667077,1837343,1286262,209427,919894,40076,1665384,67424,294756
143995,ATEL,109499,867000,859997,352000,27294,1384511,1059658,115375,741369,93324,797580,19246,156300
144116,AXENTE SEVER,294667,1751000,1585955,638000,14916,1794649,1178198,399341,766848,241319,1501622,0,250221
144152,BAZNA,502974,1659000,2102372,605000,92480,2274101,1479161,369759,915471,250066,2048096,0,169027
144198,BIERTAN,208063,1408000,1395122,570000,177855,1653329,1519210,153812,893736,132517,1305135,54226,177833
144232,BIRGHIS,193411,1146000,1114404,417000,28447,1264101,697133,179617,487771,27065,1134612,0,12893
144303,BLAJEL,408689,978000,1048693,356000,334581,1397542,1111716,200861,1086618,70847,988957,3590,59503
146021,BOITA,333918,802000,822197,291000,732573,1168042,600788,71417,643078,36442,885385,0,180616
144349,BRATEIU,565173,1351000,1920497,492000,81032,1976425,1616789,324292,911545,49249,1782575,26103,466327
144376,BRADENI,124326,921000,820062,392000,51814,972593,1092875,163736,611850,28196,906583,42787,146061
144410,BRUIU,70742,690000,643561,250000,48454,903623,569275,105057,459919,108648,605960,34912,71890
144456,CHIRPAR,124581,1017000,922946,370000,75915,1328102,933917,157775,624435,33318,977878,43997,476198
144508,CIRTA,220924,682000,675364,247000,26676,870062,695166,69299,413759,17846,660200,299867,130036
144535,CIRTISOARA,135219,766000,885196,278000,1750521,1285651,935581,98718,918334,27733,830194,30892,214753
143487,CRISTIAN,2265556,834000,1607817,303000,3680,1985070,993271,317607,825783,93236,2064950,0,234219
144553,DIRLOS,217373,1502000,1413272,547000,987305,1739643,910861,279699,872226,109447,1309321,17173,148418
144599,GURA RIULUI,342758,1492000,2025836,543000,78249,2393284,1397606,264220,832462,30890,1843135,70861,807215
144615,HOGHILAG,193470,1088000,1563353,396000,51669,1873972,1042530,317115,972560,45211,1509620,36563,458598
