Siruta,Locality,V1,V2,V3,V4,V5,C1,C2,C3,C4,C5,C6,C7,C8
1017,ALBA  IULIA,60200000,884000,59700000,645000,904243,74400000,41600000,4661468,15200000,6560032,56700000,1690785,7512795
1213,AIUD,9109811,1979000,22400000,1447000,1095594,27000000,4236336,1105294,4492837,895294,24700000,942783,1971116
1348,BLAJ,11300000,1397000,20000000,838000,177126,21700000,6948335,1633615,4553000,519356,21100000,548451,8276418
1874,SEBES,22300000,374026,23500000,275000,1333861,26900000,6619941,1669478,4758695,1371951,25300000,3647734,3089501
1151,ABRUD,1859215,927000,5647308,698000,1015969,6589855,1940149,456848,1103987,161502,6533329,1657350,148037
2915,BAIA  DE  ARIES,805940,792000,3437446,583000,99325,4150264,736383,209143,1060303,405920,3030689,108668,478934
1455,CIMPENI,3677651,554000,12000000,404000,2185286,12600000,2803271,683859,2137335,139123,11800000,393077,435820
1696,CUGIR,15000000,605000,13500000,383000,1203614,16300000,7787673,1746965,3535480,1353948,14000000,1724991,5744286
1794,OCNA  MURES,3053078,2561000,8967819,1842000,547166,10200000,3236105,914576,2048893,567491,8224027,725184,1381350
8096,TEIUS,2892478,795000,3482668,601000,259642,4903826,3115685,440175,1618202,357283,3282171,3894,657898
1936,ZLATNA,1284326,1709000,4650018,3847890,17000000,6188271,2612562,659377,1611172,702699,3915920,196456,953444
2130,ALBAC,210295,803000,2510812,724500,40314,2824489,1193491,149146,815948,14123,2205260,0,246136
2309,ALMASU MARE,259349,413000,1047142,307000,7539,1449827,729662,86280,621548,39613,883418,0,125732
2381,ARIESENI,184768,505000,1493506,372000,11300000,1784795,722838,69683,3320376,0,1655090,0,21080
2577,AVRAM  IANCU,113606,522000,1235747,388000,155129,1584933,767843,160165,646024,10120,852170,0,118441
2988,BERGHIN,110345,609000,1036340,443000,62556,1298329,867650,209287,584340,4800,831714,408907,291215
3039,BISTRA,441862,1192000,3257227,874000,2844880,3704785,1326765,287406,1583925,40700,2639791,0,465776
3397,BLANDIANA,50494,353000,524422,269000,3363524,727844,466220,85990,530457,3872,680406,0,41240
9026,BUCERDEA GRANOASA,94895,663000,1311039,485000,7496,1307689,562307,304497,547497,6786,1524185,0,41382
3459,BUCIUM,103444,501000,1110391,369000,740436,1464986,759078,103546,704935,9351,773117,0,63397
3761,CENADE,63947,332000,678021,255000,127194,1001330,398036,49361,600779,7969,674035,2460,38668
3805,CERGAU,72728,488000,847018,357000,113721,1104707,654759,114071,512028,6074,651842,32498,671871
3841,CERU BACAINTI,19741,149000,382984,114000,54331,579107,164210,27590,333301,1173,339463,0,6448
3958,CETATEA  DE  BALTA,338069,725000,1845309,535000,980898,2323537,1260499,123667,1115812,204723,1478906,37250,70351
1071,CIUGUD,1209566,571000,1318430,389000,737819,1530034,1739800,317694,1572540,2348,1181610,0,1071604
4008,CIURULEASA,95521,421000,874320,312000,1117208,1176464,487544,30078,532926,107346,749474,0,64396
4106,CILNIC,141321,477000,1286134,352000,18063,1629859,560232,163350,734011,20935,1159612,0,43564
4142,CRICAU,161105,580000,1081155,419000,641489,1273761,696773,250255,750454,19922,958964,20310,81858
4188,CRACIUNELUL DE JOS,439599,444000,958867,324000,847627,1065060,684346,198105,1219641,2000,822362,28241,57145
9019,CUT,71733,363000,737433,270000,1380187,1054431,351081,36620,543276,4492,632603,0,58972
4240,DAIA  ROMANA,380554,732000,1562817,532000,920358,1709132,705023,224327,586104,0,1309495,0,334500
4268,DOSTAT,185062,247000,718223,186000,270498,985588,303659,68048,434750,0,705529,17894,53998
4302,FARAU,83519,577000,1077079,429000,39708,1450860,622510,77861,658937,3961,1000001,0,243314
4366,GALDA DE JOS,4135313,224000,2267695,166000,264337,2477049,1312856,381161,940479,55632,2643240,0,1848687
4482,GIRBOVA,510949,419000,1220910,306000,771626,1427066,638645,251663,635376,22629,2044240,18893,115888
4525,GIRDA DE SUS,231538,623000,1608580,460000,84989,1917699,623351,243349,805269,630,1178008,21547,43438
4703,HOPIRTA,50353,375000,829980,285000,501943,1031576,1024414,108397,596318,2784,927747,31318,273877
4767,HOREA,171942,648000,1958593,474000,3770100,2305585,887595,113039,788857,0,1581819,0,72373
4927,IGHIU,751892,1623000,3546997,1175000,1848620,4175623,2069210,481331,1669571,30955,3206103,111712,1135629
4981,INTREGALDE,49958,306000,440434,225000,2677,708263,276753,20842,426166,2400,419594,0,406877
5103,JIDVEI,2629644,614000,4162487,465000,14424,4434944,4212313,494650,2019680,61474,3569171,21188,437702
5167,LIVEZILE,89112,377000,646660,280000,319049,973800,713460,76468,785681,2541,617996,0,386096
5210,LOPADEA NOUA,251591,749000,1547367,547000,15351,1650262,1151504,255474,821390,1700,1471768,0,156187
5309,LUNCA  MURES,175051,657000,1529984,483000,2606705,1873389,991882,79222,830665,2941,1444196,21308,115167
5336,LUPSA,1151251,352000,1909958,250000,2011185,2417110,953909,216162,867433,41055,1540560,21558,128983
5577,METES,114783,845000,1123495,620000,440206,1220744,697075,287951,572819,125,928826,0,447629
5700,MIHALT,119040,1013000,1450921,737000,1355132,1598255,709008,369892,804032,11587,1245818,3218,234496
5755,MIRASLAU,216367,613000,1075513,486330,109519,1399975,1363007,123242,703682,94601,949204,0,103738
5826,MOGOS,45952,307000,589400,229000,219422,888879,580062,44980,472314,0,524455,1500,69978
6048,NOSLAC,134074,558000,835468,455000,20337,1289105,706127,124009,957634,0,799909,0,182722
6119,OCOLIS,90043,272000,507122,205000,1036765,897409,240267,22417,529328,0,399069,0,34928
6164,OHABA,80404,315000,461097,233000,1622,683562,845247,50101,620632,0,476022,10000,394315
6217,PIANU,369374,835000,1995925,610000,321147,2294146,1582847,284029,1118864,0,2063802,19219,79047
6271,POIANA  VADULUI,110765,375000,1581115,279000,3489,1963393,320667,121357,574099,0,1025127,0,54116
6397,PONOR,33531,255000,427083,125000,26152,762733,291136,37101,403922,0,377032,207072,51626
6468,POSAGA,92342,367000,755699,274000,907305,1024317,413122,94097,517038,1701,568540,20296,31838
6547,RADESTI,190798,317000,900649,239000,89729,1285741,409800,64293,619508,627,903112,0,112315
6592,RIMETEA,106540,328000,693305,245000,7485,1041281,537453,9585,578069,0,675342,0,335933
6627,RIMET,82597,262000,330470,201000,276030,686461,357574,51713,486405,0,297780,0,21873
6761,ROSIA MONTANA,717272,341000,1829293,259000,31598,2177659,1008444,319931,859368,3861,1330820,19692,133178
6930,ROSIA DE SECAS,89914,509000,1048631,392000,839669,1293830,664545,122847,690880,722,880471,235157,86555
6976,SALCIUA,172816,509000,1039790,371000,474291,1401698,589748,132270,640261,87163,650240,24337,30089
7044,SALISTEA,111552,937000,1180951,646000,12953,1499215,716763,223802,849343,44609,1092802,12140,1128928
7099,SASCIORI,837941,1204000,3864197,870000,1088746,4001165,1808979,383184,963500,50823,3560274,38604,231334
7197,SCARISOARA,144782,523000,1489317,1242000,1356485,1856087,530638,214142,873891,4819,1315533,28068,46801
7348,SINCEL,125994,704000,1257998,515000,274232,1582373,978581,159930,735533,29032,1129999,0,242375
7384,SINTIMBRU,1586215,194000,1255441,141000,49741,1615125,947471,171760,602844,1000,1229621,21967,490305
7446,SOHODOL,132216,613000,962700,460000,661536,1355342,1180245,156162,968178,14395,839947,0,75794
7767,STREMT,190602,697000,1311783,517000,3800336,1645022,1015931,195338,960702,3663,1310516,0,193145
7810,SIBOT,292549,591000,1154578,435000,7718,1540683,877980,96531,762527,14533,923710,2499,135512
7865,SONA,253503,1107000,2649299,815000,780166,2730279,2170516,355295,1151985,8308,2381685,36047,299482
7945,SPRING,226539,696000,1722987,515000,11876,1969098,771576,182861,863051,130137,1410926,25208,405593
8014,SUGAG,806671,776000,1816167,565000,106534,2081679,759206,152640,818932,19187,1638271,19212,94889
8158,UNIREA,520998,1315000,2555372,1062000,406421,2732912,2373323,402035,1120725,18086,2187568,0,231348
8229,VADU MOTILOR,151835,564000,1219327,395000,951481,1597627,1043766,78344,684750,1439,818358,0,323725
8354,VALEA  LUNGA,689955,647000,1614990,470000,63978,1960702,1029374,207362,1047149,29890,1444595,0,313526
8425,VIDRA,133477,473000,1810086,349000,31069,2148947,547380,195104,642888,0,1329328,24879,70350
8826,VINTU DE JOS,1883641,607000,2677631,455000,28289,3046201,2207677,571463,1428250,80045,1990812,21818,1334572
9262,Arad,152000000,2074594,115000000,17200000,17700000,127000000,102000000,12900000,31200000,8058936,123000000,4677311,62600000
9459,Chi?ineu-Cri?,11200000,273336,8157904,156000,10200000,9445155,4674973,569839,3226177,349312,8340663,125319,1837123
9495,Curtici,8856161,779024,4019116,417000,77093,5685993,2735304,498649,3834035,0,4242024,76824,1587713
9538,Ineu,8690743,480964,8900359,252000,8623345,14200000,8131416,169314,3505313,338841,11400000,886979,2820333
9574,Lipova,5005020,489064,7082305,298000,1365597,8493475,4790859,764351,3784311,643176,6601804,1047603,1807914
9627,N?dlac,2403095,2048754,5195067,1087000,4923447,7476114,3935512,235521,2777910,780095,5009881,493885,1146317
9654,Pâncota,2663744,1449323,4606650,719000,81319,4996873,3745168,243856,1583433,223241,4042773,34761,1003907
11584,Pecica,4730023,1282595,7064438,687000,182881,10000000,7442882,387357,3648747,855208,7006164,17675,1730050
12091,Sântana,3713172,3344634,8364760,1821000,2584690,9485489,5722258,792954,3280408,158747,7338439,162311,1145965
9690,Sebi?,2946636,984956,5812633,1007000,651530,6358383,4178066,538612,2919302,67390,4540461,580200,3417086
9743,Alma?,338357,867913,1643369,462000,2340,1869567,994346,315120,653486,43441,1074864,0,167669
9798,Apateu,145566,1177781,1442239,634910,512018,1714331,1493013,213216,983159,7866,1279938,0,129497
9832,Archi?,132002,426342,1183284,268000,33003,1922384,1047922,21400,738219,44527,702521,0,95485
9887,Bata,165758,420418,691747,228000,11839,1034541,651395,64237,638388,2915,834472,0,384152
9930,Beliu,521228,820887,2227079,429000,3188325,2624139,965674,185231,898385,22888,1711295,0,769063
10006,Birchi?,220342,758170,1124905,410000,219207,1394645,743251,95403,788442,0,1119330,0,421453
10051,Bârsa,86339,727426,1129756,398000,247606,1448734,646309,111328,798412,3612,754308,0,29176
10104,Bârzava,504832,634237,1314656,360000,1219974,1632869,1398190,254015,961584,0,913629,0,426862
10195,Bocsig,305881,931286,1531891,521000,38749,2305761,861734,54527,887968,82765,1194056,82430,120338
10239,Brazii,85285,624605,1168744,501710,40207,1636266,612868,77959,689031,0,697156,0,230646
10293,Buteni,423240,1207421,2435275,721000,178809,2553407,1355083,680952,1419392,92627,1217663,0,264264
10346,C?rand,64109,509067,769836,290000,5917,1046905,537702,110988,487527,23677,762220,0,25309
10373,Cermei,187818,873408,1528197,492000,110934,2018014,1666711,24082,1263743,0,1016820,0,612732
10417,Chisindia,102305,590915,1123354,352000,1010259,1438134,581817,184913,1026066,18243,749346,0,588130
10453,Conop,107242,734736,1241086,874000,592509,1655508,884426,245486,982889,0,1941786,0,529104
10514,Cov?sân?,143506,920019,1120877,517000,42432,1679376,1014844,90182,694363,63672,885410,0,79040
10532,Craiva,136953,989168,1772714,377000,2232037,2131769,1530798,212435,1146783,0,1173705,0,93983
10649,Dezna,222883,297140,636004,178000,68967,978759,597708,130241,635345,3225,384090,0,269435
10701,Dieci,89692,455535,956720,284000,1187257,1341202,739253,97165,850251,0,634837,0,68693
12912,Doroban?i,157298,624877,882100,347000,1810,1111640,696662,173830,1055288,0,832384,0,419053
9280,Fântânale,555964,1062870,1760520,625000,615519,2251048,1892437,185577,1205181,0,1652946,0,174490
10827,Felnac,528825,489049,1743882,343130,96888,2348497,1366501,179780,881645,0,1131864,18113,101486
12920,Frumu?eni,391307,1077060,1110077,572000,8134,1516733,853335,172878,807614,115122,984314,4306,238690
10872,Ghioroc,722572,992026,2045831,633000,1789113,2304181,1809375,362498,1487932,0,1725729,0,980291
10916,Gr?niceri,142997,1048089,1190783,598000,2869397,1445245,721336,84349,667924,0,1530274,0,79541
10943,Gurahon?,1236866,780547,4548938,491430,792062,4707041,1585369,490693,1066532,33335,3488643,55266,258206
11058,H?lmagiu,268213,1042059,1829916,548000,626609,2156195,1185676,183198,800992,0,1387026,0,109719
11174,H?lm?gel,139897,337111,1018253,222000,2901,1400870,390643,96458,493540,27804,636263,0,152370
11236,H??ma?,70138,516645,993270,325000,4044,1175566,296774,250979,549860,0,561142,0,444199
11307,Igne?ti,46856,374953,392240,305000,108221,689074,394944,72724,535987,3155,223851,0,92498
11352,Irato?u,570591,842770,1305957,441000,2585,1633156,852871,121530,970620,0,1016488,0,233895
9333,Livada,1057164,786679,1238237,394000,2717,1607319,1308723,247390,1012657,189572,953795,0,499818
11398,Macea,669900,1813255,2626576,1028000,4237074,2922434,1424090,457697,1179280,152342,2842788,0,367048
11423,Mi?ca,182545,1333081,2685099,734000,3063470,2923920,1570817,382783,898781,37001,2352182,0,285271
11478,Moneasa,290934,209502,592138,109000,491762,776258,1098779,150802,692712,0,457509,0,83137
11502,Olari,365196,553944,1126736,252000,30175,1458064,623879,111746,844583,57776,948194,22545,28758
11539,P?uli?,678493,913364,1990573,513000,1301364,2294960,1716967,482304,1546897,200535,2181453,0,448225
11637,Peregu - Mare,106911,763901,806923,416000,5055978,1195439,760365,88541,749048,32015,959904,0,130981
11664,Petri?,122009,537978,777081,437340,1108,1129264,698585,71773,497860,17184,694644,0,20000
11735,Pilu,167296,825367,1224147,426000,2160218,1667986,701413,63768,952750,12078,1065140,0,50753
11762,Ple?cu?a,48150,406334,703736,219000,2045840,876151,721940,307737,650628,23356,486367,0,135197
11842,S?vâr?in,819902,561010,2031991,317000,967212,2386835,1584893,172429,1494196,9778,1746688,0,324405
11940,Secusigiu,355648,1968833,2783640,1109000,30802,3009778,2064575,324552,2128408,182009,1933688,18709,879458
11995,Seleu?,165891,1088475,1471859,580000,5882101,2005632,1895412,190659,1169497,93825,1451301,0,210677
12037,Semlac,560012,1304322,1393458,723000,6599499,1867194,1258090,94214,974785,85612,3173959,20495,173460
12055,Sintea - Mare,344120,1238640,2821560,832720,1275059,3257194,1127198,303589,1494172,6737,2176378,10761,781311
12126,Socodor,493329,649558,1243146,371000,31034,1524366,838078,146247,856709,0,929342,0,557190
12144,?agu,405302,1359035,1989291,677000,4450,2428882,1946273,355296,1247524,0,2144997,0,220582
12206,?eitin,328578,954494,1415100,517000,16201,1722461,943561,137682,762376,168417,1136638,0,109728
12224,?epreu?,186332,799166,1299642,473000,7720434,2013048,681472,129468,1044569,81085,1055971,0,146085
12242,?icula,516296,1021427,2011000,1475050,2750031,2519060,3258386,275337,1835076,0,1681858,0,132988
12288,?ilindia,113509,270196,520000,170000,2246,843277,484618,36893,589189,2282,763927,0,28055
12340,?imand,528953,1246574,2035168,700000,419639,2298784,1597962,291949,1243782,43602,1606424,0,219968
12368,?iria,884671,2643831,3426200,1584000,765,3717764,2113168,556821,1990121,0,2784119,7513,753162
12402,?i?tarov??,64780,210172,208407,119000,670,478245,419893,24491,487746,0,173161,0,17802
9360,?ofronea,513323,631975,1194000,360000,2596844,1584392,1011938,187264,880258,74085,1332180,0,246314
12457,Tau?,79248,975962,1011119,551000,419933,1433643,948724,126232,1052053,0,1029387,0,55994
12509,Târnova,455408,1836713,3665807,1143000,602685,4074352,4111990,314068,1498458,209899,2841265,0,560963
10765,Usus?u,146681,624425,1004045,319000,2921591,1420022,665218,93817,805008,1457,1528288,0,6510
12572,V?r?dia de Mure?,143154,550811,877017,324000,38501,1276992,871788,60680,717284,4617,804742,0,165349
12643,Vinga,759585,1799633,3674350,1332700,7690856,4205884,2527299,391138,2503789,0,3187124,191368,1287977
12689,Vârfurile,176181,844705,1659253,481000,72561,2076690,717418,179007,761700,53573,894543,33961,193164
9397,Vladimirescu,2789656,2552838,4073321,1426000,6894,4379863,6630885,706865,1875491,0,3497929,0,1638327
12778,Z?brani,247070,1473670,1905746,1305590,143449,2479170,2659551,188016,1967731,264018,1709200,0,644885
12938,Z?d?reni,248544,904356,1039357,481000,4688,1898196,1117002,123252,833951,33310,1009858,0,170340
12812,Z?rand,136639,753017,1716740,555790,5897,2089514,1111094,91087,1617756,0,1312867,0,40278
12849,Zerind,105427,522228,786406,403820,15174,1090231,622642,187899,666584,706,991770,0,193263
12876,Zimandul Nou,3001792,921975,1647027,492000,6618,2089823,1558285,319244,2277002,1404,1395058,0,324509
13169,Municipiul Pitesti,139000000,792000,132000000,367000,21500000,142000000,79700000,14000000,13500000,7667035,136000000,3304595,33000000
13490,Municipiul Campulung,14200000,3113995,34700000,1411000,288233,36700000,10400000,2809628,4318005,1238073,36000000,2771407,3989424
13622,Municipiul Curtea de Arges,15500000,546999,29900000,253000,-803924,32000000,12100000,2275941,3888389,70187,28900000,1791430,3087057
13301,Orasul Mioveni,65400000,1005999,20500000,685000,2571873,24400000,31100000,1257339,8069733,2895234,22800000,28100000,22100000
13668,Orasul Costesti,3785198,1176998,9183975,545000,651605,10400000,2432298,860018,2302772,205325,8159350,135127,837034
13757,Orasul Topoloveni,4875056,455999,7475147,265000,4511644,8952898,2828147,897597,7040180,47259,6914307,156748,944889
13392,Orasul Stefanesti,6457181,745999,7755546,234000,116136,8684196,3677220,1246779,2374282,11226,6703776,86777,608995
13819,Comuna Albestii de Arges,390627,1759996,2773034,854000,-1129799,3381003,1428461,331058,1157395,29521,2338271,0,248900
13891,Comuna Albestii de Muscel,114591,701998,1020696,389000,402456,1396433,516178,103977,679439,5977,760887,0,24778
13935,Comuna Albota,1334698,1118998,1740697,380000,14882,2038345,1353834,311997,1061701,33463,1328868,7067,162143
13999,Comuna Aninoasa,424247,843999,2038309,518000,1224492,2522251,970600,196341,836174,95468,1859380,0,231796
14049,Comuna Arefu,570176,937998,1025254,569000,1573213,1394082,907794,175919,1440913,26309,799881,0,55604
13187,Comuna Bascov,6608685,434000,4496085,308000,730490,5247206,4930325,882671,2263707,97975,6763638,0,2266012
14085,Comuna Babana,242604,1104997,1564986,418000,1148802,2151786,1053742,349976,1175225,96943,1404863,9000,58296
14165,Comuna Baiculesti,763982,1634997,2877593,758000,42941,3022155,1697014,626377,880556,130625,2915693,0,164576
14272,Comuna Balilesti,258007,1111998,1977846,503000,527259,2631168,1123266,259334,1324720,29940,2297564,31074,198529
14352,Comuna Beleti-Negresti,121154,644999,1258512,253000,34104,1701714,484321,144555,654649,33683,942441,0,195469
14405,Comuna Berevoesti,868321,547998,2284797,305000,20320,2666509,1131724,294906,957906,24600,1972800,0,208517
14450,Comuna Birla,632378,1499997,3541636,715000,161509,3782690,1728239,402434,963163,49940,3182424,0,184112
14584,Comuna Bogati,459759,1460997,2855448,657000,3572747,3626133,1454404,341188,1718324,136255,2153968,0,115410
14673,Comuna Boteni,161761,1150998,1861419,489000,2267738,2253768,734049,197077,1132390,6723,1283199,32824,126527
14726,Comuna Botesti,52989,379999,838672,176000,6797,1007136,385712,193048,542215,29699,673668,0,0
13276,Comuna Bradu,10800000,427999,2233005,198000,23725,2862595,5640767,658247,1590177,909646,2835904,628754,5078948
14753,Comuna Bradulet,406332,720998,928866,262000,8129,1111384,797741,331800,820235,56114,782299,0,181982
14851,Comuna Budeasa,656660,1150997,1962652,514000,23369,2421004,1160187,321801,1150946,144170,1894303,0,150963
14922,Comuna Bughea de Jos,143957,1015998,1901424,507000,22062,2252079,657864,294971,1052773,49361,1663898,0,49263
14940,Comuna Buzoiesti,647470,1738996,2560732,863000,10005,2683677,1542632,616225,987431,90051,1795399,0,173732
15064,Comuna Caldararu,378044,751999,1330922,409000,43925,1531191,778851,377772,643627,13195,945625,0,59166
15108,Comuna Calinesti,1225123,2766995,5444058,1282000,455051,6126949,1890307,785040,1818036,51272,4299360,18650,926625
15233,Comuna Cateasca,1209242,783999,2132543,337000,21475,2448920,1087343,312456,1153748,186597,1909053,0,147909
15313,Comuna Cepari,128770,1001998,1386856,364000,7313,1656559,777979,255281,1104981,0,1090606,0,34779
15402,Comuna Cetateni,522039,811999,1938525,437000,15378,2240284,909775,376792,973405,58284,1795905,20227,317364
15448,Comuna Cicanesti,211019,1033999,1337608,658000,1181200,1659472,518755,164734,1532432,25688,1017992,0,24522
15493,Comuna Ciofrangeni,145080,966999,1187282,471000,13600000,1641892,1433770,153096,804189,166047,1316996,0,45775
15554,Comuna Ciomagesti,61354,639998,915609,262000,113822,952355,451878,249922,509498,0,694352,0,27761
15652,Comuna Cocu,135112,870999,1268515,613000,43310,1538145,697809,222794,681205,17326,920754,0,21864
15741,Comuna Corbeni,403328,1757566,3616980,856000,133685,3756931,1311018,490901,1357180,2138,2930408,0,13750
15830,Comuna Corbi,447871,1474997,2307256,563000,215717,2925115,1469558,370908,1002836,81102,1611081,0,293352
15901,Comuna Cosesti,516412,1530997,2855902,638000,52531,2980596,1169683,541657,763355,50043,2602084,0,80952
15983,Comuna Cotmeana,188309,896999,1064102,326000,1767679,1610709,616676,284376,1026492,39018,795600,0,49559
16132,Comuna Cuca,342087,664999,1077456,238000,3819276,1225874,469743,191458,476242,0,937866,0,58001
16285,Comuna Davidesti,136427,933999,1635488,436000,11437,1978275,894012,144204,993706,0,1627716,0,247694
16329,Comuna Dambovicioara,110702,475999,594689,325000,370376,966723,553576,24383,615877,27927,523186,0,62921
16365,Comuna Darmanesti,1160048,524999,1280346,293000,4170,1822236,1086044,258678,1083784,136089,1025824,0,490000
16427,Comuna Dobresti,117898,650999,1305168,406000,32953,1745196,432825,231247,798425,77461,962374,0,0
16454,Comuna Domnesti,664383,651999,2326137,323000,4311259,2535458,1196578,257640,845221,167888,2201579,0,32194
16472,Comuna Dragoslavele,322116,670999,1815184,394000,23733,2103520,447961,333155,617751,1200,1428085,343233,49508
16506,Comuna Draganu,269649,609999,1045679,270000,165708,1504130,971699,138509,833335,0,954793,0,76360
16551,Comuna Godeni,154014,1054998,1513150,547000,403160,1865382,794198,271256,1011537,29414,1029927,0,224503
16613,Comuna Harsesti,153739,1156998,1179532,390000,43656,1761800,645356,276897,1235021,129416,902146,0,139017
16659,Comuna Hartiesti,160012,734999,1755492,275000,29352,2113493,546502,244557,812035,8742,1338118,1830,56695
16739,Comuna Izvoru,174855,738998,1108599,367000,2683254,1402326,470743,266499,669705,100045,837207,0,46062
16757,Comuna Leordeni,1092696,1448997,2380875,653000,16955,3062714,1392513,355803,1016391,32300,2289155,0,511087
16908,Comuna Leresti,890284,1095998,2106749,466000,11360,2376669,905692,353678,818728,22067,1718594,0,269370
16944,Comuna Lunca Corbului,497284,1011998,1331651,402000,5829598,1618351,981395,405720,1144239,58745,1057548,328,93254
17049,Comuna Malureni,245445,1628998,2689906,697000,55316,2831587,1152373,779505,1315038,0,2213495,0,98618
13365,Comuna Maracineni,5890919,546000,3466365,68000,56154,4049850,4250424,515692,2181760,408536,3421053,418257,898086
17101,Comuna Merisani,877447,1099998,2300572,467000,817286,2845037,1186103,418190,1328773,45381,1860701,33308,35768
17209,Comuna Micesti,1321050,757998,3051933,432000,225367,3599670,1005184,277533,1042326,52212,3007271,0,111848
17254,Comuna Mihaesti,397056,1953997,3566078,798000,1034178,3593109,1201373,525888,874889,143169,2944597,6573,57523
17334,Comuna Mioarele,80194,786998,936858,375000,14841,1214526,624617,186721,545063,6510,646894,0,83071
17398,Comuna Mirosi,241450,1148998,1019364,360000,11463,1420242,800246,122859,1306148,30970,958002,0,75156
17423,Comuna Moraresti,270216,671998,972791,336000,27572,1369329,600569,169883,736390,37694,813029,0,246022
17496,Comuna Mosoaia,1215361,1180998,1574903,551000,58423,2105667,1480012,322350,1720066,0,1416473,0,73004
17575,Comuna Mozaceni,286652,817999,3008906,337000,13434,3326560,979119,238558,765035,135889,2483253,12942,49870
17619,Comuna Musatesti,291708,1295998,2028200,602000,37524,2311536,961076,513418,1127564,41178,1439077,0,730529
17726,Comuna Negrasi,111474,1202998,1201335,392000,469637,1511961,717239,266323,719526,0,1103259,359071,223549
17771,Comuna Nucsoara,538582,627999,855888,245000,52540,1357801,834841,100315,868719,36817,776292,0,166712
17824,Comuna Oarja,1466917,196000,1643514,91000,2300,2110357,1206179,167498,997991,226991,1486370,0,151983
17851,Comuna Pietrosani,784893,1633998,3142453,722000,83100,3516477,1096705,431241,1144668,24659,3029904,0,116622
18028,Comuna Poiana Lacului,2816432,544999,3618426,252000,6794,5207540,2466594,533842,2355545,201476,3420869,0,310352
17913,Comuna Poienarii de Arges,70052,593999,607692,282000,5700,827151,329143,96486,403087,0,569775,0,24265
17968,Comuna Poienarii de Muscel,155446,1440998,1768309,646000,40514,2029358,957418,373999,851998,32469,1605625,12020,226940
18162,Comuna Popesti,114702,917517,1082409,448000,28253,1335957,638853,300689,680304,131592,789480,0,24000
18242,Comuna Priboieni,321342,1201997,2040535,581000,41180,2338427,761515,407243,874936,55309,1214679,0,141540
18331,Comuna Ratesti,383195,1017997,1834663,543000,2062862,2460187,755997,307399,1212256,0,1682320,384898,388082
18411,Comuna Recea,115431,1197997,1459611,516000,3418040,1809100,918152,312585,1170905,38762,1625341,0,49720
18475,Comuna Rociu,244051,1026998,1431715,515000,435455,1669780,1257356,373080,706848,145079,1052374,0,157402
18527,Comuna Rucar,953369,1412998,4339384,659000,2341090,4788561,2210300,498354,1130442,0,4342746,0,159584
18554,Comuna Salatrucu,215016,643999,1625539,348000,3566010,1935429,711815,331955,1072709,45256,1358139,0,59282
18581,Comuna Sapata,183520,679999,928843,353000,50345,1372220,558627,201682,800584,39232,759905,519,84747
18670,Comuna Schitu Golesti,1036922,1079998,2413796,500000,31629,2855932,801492,465702,1049042,198290,1898843,6232,224492
18741,Comuna Slobozia,635715,1569997,2877161,713000,16956,3308397,1027649,335538,853216,182000,2772337,0,191801
18778,Comuna Stalpeni,478699,1269998,4128110,628000,2999935,4270550,1229964,351903,824967,2111,3690611,0,238137
18858,Comuna Stoenesti,354682,1440998,2937918,719000,36637,3269202,778548,403289,766629,115871,2239543,0,434441
18938,Comuna Stolnici,220529,1042998,1637791,590000,16610,1771838,920825,621521,986037,297102,1096553,0,173315
19007,Comuna Suseni,205342,1281997,1462659,644000,307757,1762592,1202426,232317,1137949,13779,1473029,0,78069
19114,Comuna Stefan cel Mare,365195,804999,1335017,426000,13222,1695118,688797,240133,1292399,22932,1101429,0,53667
19141,Comuna Suici,333494,922998,1554141,328000,2374533,1966836,1030863,185448,1696518,86446,1328287,0,29721
19212,Comuna Teiu,79699,740998,828305,379000,18767,1156629,647891,121920,872990,46649,775140,0,23087
19249,Comuna Tigveni,327169,939998,2349930,491000,2053012,2723272,1463451,323671,1327289,2930,1958801,0,146193
19338,Comuna Titesti,1763424,492999,2355141,191000,102851,2690820,1125872,428368,1103226,8276,2654196,19263,157203
19392,Comuna Uda,74184,980999,1099773,506000,4535,1253019,584188,268314,971745,0,777049,0,27621
19560,Comuna Ungheni,198972,1195997,1555834,489000,570092,1857031,1287026,413167,761886,26881,1102914,0,75422
19631,Comuna Valea Danului,162866,1365998,1205976,528000,6670,1708479,952145,222411,926993,26831,1029602,0,31165
19695,Comuna Valea Iasului,1826552,500000,1064429,214000,23598,1704848,1337765,284746,1582724,33781,1009691,0,211555
13524,Comuna Valea Mare Pravat,1506496,410999,2227402,191000,40142,2466536,1424687,507986,983330,0,2247754,19296,153980
19793,Comuna Vedea,872511,885999,2760128,368000,22117,3123549,1275730,243704,1160985,0,2867499,0,53332
19999,Comuna Vladesti,170212,1014998,2083869,515000,911123,2585499,931662,157451,942797,10612,1816343,0,1192345
20048,Comuna Raca,69709,576999,940389,314000,1542270,1262614,407724,187651,827691,97322,679696,0,20472
20055,Comuna Vulturesti,134785,770999,1835414,374000,915883,2176360,627065,234919,950160,2197,1490064,0,30760
20063,Comuna Bughea de Sus,122539,1124997,1349666,475000,57537,1797962,488319,287504,1173901,5382,1020969,19912,51416
20297,MUNICIPIUL  BACAU,103000000,1227890,137000000,4547020,5211206,137000000,74400000,18600000,25000000,9323604,128000000,7365364,21000000
